"","Name","Total","Rank","Award","Year"
"5388","Ricardo Marques",1,390,NA,1993
"5389","Zeki Jusufoski",1,390,NA,1993
"5390","Gülen Saner",1,390,NA,1993
"5391","Bachir Allel",0,406,NA,1993
"5392","Hakim Settache",0,406,NA,1993
"5393","Domagoj Kolar",0,406,NA,1993
"5394","Koredianto ?",0,406,NA,1993
"5395","Wijayanti Utari",0,406,NA,1993
"5396","S. Ganbold",0,406,NA,1993
"5397","Uuye Otgonbayar",0,406,NA,1993
"5398","Maksat Ashiralyev",0,406,NA,1993
"5399","Theresia Eisenkölbl",42,1,"Gold",1994
"5400","Mladen Dimitrov",42,1,"Gold",1994
"5401","Iasen P. Siderov",42,1,"Gold",1994
"5402","Philippe Golle",42,1,"Gold",1994
"5403","Ádám Szeidl",42,1,"Gold",1994
"5404","Jianbo Peng",42,1,"Gold",1994
"5405","Jiangang Yao",42,1,"Gold",1994
"5406","Jian Zhang",42,1,"Gold",1994
"5407","Grzegorz Bobiński",42,1,"Gold",1994
"5408","Tomasz Schreiber",42,1,"Gold",1994
"5409","Mikhail Bondarko",42,1,"Gold",1994
"5410","Roman Karasev",42,1,"Gold",1994
"5411","Serguei Norine",42,1,"Gold",1994
"5412","Andrej Zlatoš",42,1,"Gold",1994
"5413","Yuliy Sannikov",42,1,"Gold",1994
"5414","Catriona Frances Maclean",42,1,"Gold",1994
"5415","Jeremy Bem",42,1,"Gold",1994
"5416","Aleksandr Khazanov",42,1,"Gold",1994
"5417","Jacob Lurie",42,1,"Gold",1994
"5418","Noam Shazeer",42,1,"Gold",1994
"5419","Stephen Wang",42,1,"Gold",1994
"5420","Jonathan Weinstein",42,1,"Gold",1994
"5421","Stanislav Iordanov",41,23,"Gold",1994
"5422","Maryam Mirzakhani",41,23,"Gold",1994
"5423","Maziyar Ramin Rad",41,23,"Gold",1994
"5424","Satoru Takahashi",41,23,"Gold",1994
"5425","Hài Long Đào",41,23,"Gold",1994
"5426","Edward Leung",40,28,"Gold",1994
"5427","Arend Bayer",40,28,"Gold",1994
"5428","Joseph Samuel Myers",40,28,"Gold",1994
"5429","Marianna Csörnyei",39,31,"Silver",1994
"5430","Gábor Futó",39,31,"Silver",1994
"5431","Arvind Sankar",39,31,"Silver",1994
"5432","James Lefevre",38,34,"Silver",1994
"5433","Anna Dyubina",38,34,"Silver",1994
"5434","Ngọc Nam Trần",38,34,"Silver",1994
"5435","Martín Avendaño",37,37,"Silver",1994
"5436","William Hawkins",37,37,"Silver",1994
"5437","Stanislav Sobolevsky",37,37,"Silver",1994
"5438","Federico Ardila Mantilla",37,37,"Silver",1994
"5439","Ka Hing Tsui",37,37,"Silver",1994
"5440","Reza Sadeghi",37,37,"Silver",1994
"5441","Francisc Robert Ribciuc",37,37,"Silver",1994
"5442","Leandro Saita",36,44,"Silver",1994
"5443","Egmont Koblinger",36,44,"Silver",1994
"5444","Gabriel Mititica",36,44,"Silver",1994
"5445","Martin Niepel",36,44,"Silver",1994
"5446","Jacob Roger Shapiro",36,44,"Silver",1994
"5447","Luis Silvestre",35,49,"Silver",1994
"5448","Nikolay Nikolov",35,49,"Silver",1994
"5449","Juan Rivera",35,49,"Silver",1994
"5450","Robert Šámal",35,49,"Silver",1994
"5451","Roya Beheshti Zavareh",35,49,"Silver",1994
"5452","Haidong Wang",35,49,"Silver",1994
"5453","Seung Chun Lee",35,49,"Silver",1994
"5454","Dragos Ghioca",35,49,"Silver",1994
"5455","Ben Joseph Green",35,49,"Silver",1994
"5456","Borislav Deianov",34,58,"Silver",1994
"5457","Anja Wille",34,58,"Silver",1994
"5458","Lev Buhovsky",34,58,"Silver",1994
"5459","Ting Li",34,58,"Silver",1994
"5460","Chenhai Xi",34,58,"Silver",1994
"5461","Dragos-Nicola Oprea",34,58,"Silver",1994
"5462","Natalia Dobrinskaia",34,58,"Silver",1994
"5463","Chung-Chieh Shan",34,58,"Silver",1994
"5464","Duy Lan Nguyễn",34,58,"Silver",1994
"5465","Dario Monroy",33,67,"Silver",1994
"5466","Benedek Párniczky",33,67,"Silver",1994
"5467","Tetsuyuki Maruoka",33,67,"Silver",1994
"5468","Pang Siu Taur",33,67,"Silver",1994
"5469","Ho-Lin Chen",33,67,"Silver",1994
"5470","Sergey Bolotenko",33,67,"Silver",1994
"5471","Quy Tuấn Nguyễn",33,67,"Silver",1994
"5472","Szabolcs Szádeczky-Kardoss",32,74,"Silver",1994
"5473","Masashi Ohnawa",32,74,"Silver",1994
"5474","Laurent Berger",32,74,"Silver",1994
"5475","Uuye Otgonbayar",32,74,"Silver",1994
"5476","Pablo Emanuel",31,78,"Silver",1994
"5477","Reinaldo Penharrubia Fagundes",31,78,"Silver",1994
"5478","Petr Kaňovský",31,78,"Silver",1994
"5479","Daniel Goujot",31,78,"Silver",1994
"5480","Wing Yip Ho",31,78,"Silver",1994
"5481","Subhash Ajit Khot",31,78,"Silver",1994
"5482","Sambuddha Roy",31,78,"Silver",1994
"5483","Oystein Gjerstad",31,78,"Silver",1994
"5484","Yu-Chang Huang",31,78,"Silver",1994
"5485","Chu Gia Vượng Nguyễn",31,78,"Silver",1994
"5486","Tilo Eilebrecht",30,88,"Silver",1994
"5487","Kong Hong Hoi",30,88,"Silver",1994
"5488","Dano Kim",30,88,"Silver",1994
"5489","Florin Spanu",30,88,"Silver",1994
"5490","Wee Hoe Teck",30,88,"Silver",1994
"5491","Chun-Hsiung Hsia",30,88,"Silver",1994
"5492","Dong Vu To",30,88,"Silver",1994
"5493","Grigor Grigorov",29,95,"Bronze",1994
"5494","Kevin Purbhoo",29,95,"Bronze",1994
"5495","Vincent Beffara",29,95,"Bronze",1994
"5496","Andreas Klein",29,95,"Bronze",1994
"5497","Erik Kieft",29,95,"Bronze",1994
"5498","Mark Nicholas Berman",29,95,"Bronze",1994
"5499","Edward Thomas Crane",29,95,"Bronze",1994
"5500","Andrew Rogers",28,102,"Bronze",1994
"5501","Akshay Venkatesh",28,102,"Bronze",1994
"5502","David Pavlica",28,102,"Bronze",1994
"5503","Sebastien Ailleret",28,102,"Bronze",1994
"5504","Him Ting Wong",28,102,"Bronze",1994
"5505","Lev Radzivilovsky",28,102,"Bronze",1994
"5506","Konrad Patkowski",28,102,"Bronze",1994
"5507","Kyungyong Lee",28,102,"Bronze",1994
"5508","Sug Woo Shin",28,102,"Bronze",1994
"5509","Jittichai Kujanakanoknad",28,102,"Bronze",1994
"5510","Dungjade Shiowattana",28,102,"Bronze",1994
"5511","Ilia Karabach",28,102,"Bronze",1994
"5512","Artur Barkhoudarian",27,114,"Bronze",1994
"5513","Takashi Itou",27,114,"Bronze",1994
"5514","Naotosi Nakamura",27,114,"Bronze",1994
"5515","Ainārs Galvāns",27,114,"Bronze",1994
"5516","Peter Macák",27,114,"Bronze",1994
"5517","Victor Krupchitskiy",27,114,"Bronze",1994
"5518","Miroslav Jurišić",26,120,"Bronze",1994
"5519","David Chkhaidze",26,120,"Bronze",1994
"5520","Ali Nourmohammadi",26,120,"Bronze",1994
"5521","Maxim Iorsh",26,120,"Bronze",1994
"5522","Alexandru Popa",26,120,"Bronze",1994
"5523","Alexandre Borissov",26,120,"Bronze",1994
"5524","Libor Mašíček",25,126,"Bronze",1994
"5525","David Gabelaia",25,126,"Bronze",1994
"5526","Abhijit Mahabal",25,126,"Bronze",1994
"5527","Michele Cammarata",25,126,"Bronze",1994
"5528","Kirk Alexander",25,126,"Bronze",1994
"5529","Jin Tae Kim",25,126,"Bronze",1994
"5530","Dora Tilli",24,132,"Bronze",1994
"5531","Vahe Poladian",24,132,"Bronze",1994
"5532","Nigel Tao",24,132,"Bronze",1994
"5533","Serguei Charapov",24,132,"Bronze",1994
"5534","Vladimir Lechkevitch",24,132,"Bronze",1994
"5535","Carl D'Halluin",24,132,"Bronze",1994
"5536","Robert Bridson",24,132,"Bronze",1994
"5537","Wai Hoi Bobby Poon",24,132,"Bronze",1994
"5538","Chung Kil Hur",24,132,"Bronze",1994
"5539","Bor-Ching Su",24,132,"Bronze",1994
"5540","Matthew Fayers",24,132,"Bronze",1994
"5541","Arnak Dalalian",23,143,"Bronze",1994
"5542","Artem Chvorin",23,143,"Bronze",1994
"5543","Peeter Laud",23,143,"Bronze",1994
"5544","Gilles Depailler",23,143,"Bronze",1994
"5545","Ioannis Mavroidis",23,143,"Bronze",1994
"5546","Omid Naghshinen A",23,143,"Bronze",1994
"5547","Hatim Marouane",23,143,"Bronze",1994
"5548","Brendan Riley",23,143,"Bronze",1994
"5549","Oleg Alexandrov",23,143,"Bronze",1994
"5550","Hilton Lange",23,143,"Bronze",1994
"5551","Armin Rigo",23,143,"Bronze",1994
"5552","Carlos Alberto Vargas Cruz",22,154,"Bronze",1994
"5553","Yun Leung Suen",22,154,"Bronze",1994
"5554","Mahesh Kumar",22,154,"Bronze",1994
"5555","James Andrew McGowan",22,154,"Bronze",1994
"5556","Patrik Horník",22,154,"Bronze",1994
"5557","Samuel Rydh",22,154,"Bronze",1994
"5558","Aleksandar Blazevski",22,154,"Bronze",1994
"5559","Murat Atlamaz",22,154,"Bronze",1994
"5560","Rıza Ertuğrul",22,154,"Bronze",1994
"5561","Hasan Fehmi Ateş",22,154,"Bronze",1994
"5562","Bayram Yenikaya",22,154,"Bronze",1994
"5563","Vardgues Levonian",21,165,"Bronze",1994
"5564","Xavier Hainaut",21,165,"Bronze",1994
"5565","Tarik Muharemović",21,165,"Bronze",1994
"5566","Ivica Ivec",21,165,"Bronze",1994
"5567","Bjarne Knudsen",21,165,"Bronze",1994
"5568","Gunther Vogel",21,165,"Bronze",1994
"5569","Mark Weyer",21,165,"Bronze",1994
"5570","Or Tzuk",21,165,"Bronze",1994
"5571","Maksims Kravcevs",21,165,"Bronze",1994
"5572","Eduards Mihelovičs",21,165,"Bronze",1994
"5573","Jan Siwanowicz",21,165,"Bronze",1994
"5574","Dmitri Zenevitch",20,176,"Bronze",1994
"5575","Alyssa Ker",20,176,"Bronze",1994
"5576","Eliana Zoque",20,176,"Bronze",1994
"5577","Hoi Pan Chu",20,176,"Bronze",1994
"5578","Amodh Khandekar",20,176,"Bronze",1994
"5579","Ulisse Bemer",20,176,"Bronze",1994
"5580","Toshiyuki Shimono",20,176,"Bronze",1994
"5581","Vytautas Paškūnas",20,176,"Bronze",1994
"5582","Faris Derrij",20,176,"Bronze",1994
"5583","Ronald van Luijk",20,176,"Bronze",1994
"5584","David Fraser",20,176,"Bronze",1994
"5585","Nis Anders Joergensen",19,187,"Bronze",1994
"5586","Ruvim Khvoles",19,187,"Bronze",1994
"5587","Peter Sedcole",19,187,"Bronze",1994
"5588","Håvard Larsen",19,187,"Bronze",1994
"5589","Krzysztof Krupiński",19,187,"Bronze",1994
"5590","Korakot Chaovavanich",19,187,"Bronze",1994
"5591","Chaitanya Rao",18,193,"Honourable mention",1994
"5592","Filip Krška",18,193,"Honourable mention",1994
"5593","Mart Abel",18,193,NA,1994
"5594","Jaakko Kangasharju",18,193,"Honourable mention",1994
"5595","Giorgi Kovalenko",18,193,"Honourable mention",1994
"5596","Nikolaos Zygouras",18,193,"Honourable mention",1994
"5597","Paulius Cerka",18,193,NA,1994
"5598","Abdelmajid Youssfi",18,193,"Honourable mention",1994
"5599","Michał Śliwiński",18,193,"Honourable mention",1994
"5600","Glenton Jelbert",18,193,"Honourable mention",1994
"5601","Hui-Chuan Huang",18,193,"Honourable mention",1994
"5602","Ravindra Maharaj",18,193,"Honourable mention",1994
"5603","Cyrus Hsia Chen",17,205,"Honourable mention",1994
"5604","Matias Libedinsky",17,205,"Honourable mention",1994
"5605","Ernestos Panayiotou",17,205,"Honourable mention",1994
"5606","Jan Mach",17,205,"Honourable mention",1994
"5607","Francesco Morandin",17,205,"Honourable mention",1994
"5608","Abdelwahab Missa",17,205,"Honourable mention",1994
"5609","Richard Schneider",17,205,NA,1994
"5610","Marcus Better",17,205,"Honourable mention",1994
"5611","Alexandre Khomenko",17,205,"Honourable mention",1994
"5612","Pablo Shmerkin",16,214,NA,1994
"5613","Nikolai Kalocha",16,214,"Honourable mention",1994
"5614","Francis Gardeyn",16,214,"Honourable mention",1994
"5615","Kati Metsalu",16,214,"Honourable mention",1994
"5616","Targo Tennisberg",16,214,"Honourable mention",1994
"5617","Juha Lemmetti",16,214,"Honourable mention",1994
"5618","Eoghan Flanagan",16,214,"Honourable mention",1994
"5619","Manolo Eminenti",16,214,"Honourable mention",1994
"5620","Davide Gaiotto",16,214,"Honourable mention",1994
"5621","Tore August Kro",16,214,NA,1994
"5622","Primož Moravec",16,214,"Honourable mention",1994
"5623","Ola Hansson",16,214,NA,1994
"5624","Nasko Karamanov",16,214,"Honourable mention",1994
"5625","Mirko Petruševski",16,214,NA,1994
"5626","Zafer Şimşek",16,214,"Honourable mention",1994
"5627","Mikhailo Ganichev",16,214,"Honourable mention",1994
"5628","Haik Mikaelian",15,230,"Honourable mention",1994
"5629","Martin Burger",15,230,NA,1994
"5630","Tobias Krenn",15,230,"Honourable mention",1994
"5631","Christoph Reisinger",15,230,"Honourable mention",1994
"5632","Alice Devillers",15,230,"Honourable mention",1994
"5633","Stefaan Vaes",15,230,"Honourable mention",1994
"5634","Efstratios Rappos",15,230,"Honourable mention",1994
"5635","Richard Murphy",15,230,"Honourable mention",1994
"5636","Haggai Scolnicov",15,230,"Honourable mention",1994
"5637","Mouloud Belkouh",15,230,"Honourable mention",1994
"5638","Simon Kronemeijer",15,230,"Honourable mention",1994
"5639","Glen M Ong",15,230,"Honourable mention",1994
"5640","Swee Heng Tan",15,230,"Honourable mention",1994
"5641","Hans Rullgård",15,230,"Honourable mention",1994
"5642","Markus Wabro",14,244,NA,1994
"5643","Quentin Louveaux",14,244,"Honourable mention",1994
"5644","Paulo José Bonfim Gomes Rodrigues",14,244,"Honourable mention",1994
"5645","Antonios Papachristodoulou",14,244,NA,1994
"5646","Ilkka Alasaarela",14,244,"Honourable mention",1994
"5647","Georgios Solidakis",14,244,"Honourable mention",1994
"5648","John Sullivan",14,244,NA,1994
"5649","Aigars Zaube",14,244,"Honourable mention",1994
"5650","Kevin Ross",14,244,NA,1994
"5651","Bilal Yurdakul",14,244,"Honourable mention",1994
"5652","Florian Herzig",13,254,NA,1994
"5653","Sinan Sinanović",13,254,"Honourable mention",1994
"5654","Christopher Ian Hendrie",13,254,NA,1994
"5655","Kakhaber Paichadze",13,254,"Honourable mention",1994
"5656","Kevin Backhouse",13,254,"Honourable mention",1994
"5657","Dion Gijswijt",13,254,"Honourable mention",1994
"5658","Timothy James McLennan",13,254,"Honourable mention",1994
"5659","Tiago Castro Ribeiro",13,254,NA,1994
"5660","Han Ping Chor",13,254,"Honourable mention",1994
"5661","Chui Ping Ho",13,254,"Honourable mention",1994
"5662","Andrew Skeen",13,254,NA,1994
"5663","Jerónimo Arenas Garcia",13,254,"Honourable mention",1994
"5664","Javier Garcia De Bringas",13,254,"Honourable mention",1994
"5665","Andrej Bogdanov",13,254,"Honourable mention",1994
"5666","Alf Angel Onshuus Nino",12,268,"Honourable mention",1994
"5667","Camilo Rivera",12,268,"Honourable mention",1994
"5668","Damir Vukičević",12,268,NA,1994
"5669","Moreno Santiago Luis",12,268,"Honourable mention",1994
"5670","Jouni Seppanen",12,268,"Honourable mention",1994
"5671","Nurgul Ukueva",12,268,"Honourable mention",1994
"5672","Arunas Seputis",12,268,NA,1994
"5673","Mounssif Aderkaoui",12,268,"Honourable mention",1994
"5674","Bernard L Cran",12,268,NA,1994
"5675","Luis Calhorda Cruz Filipe",12,268,NA,1994
"5676","Choon Siang Tan",12,268,NA,1994
"5677","Michal Kovár",12,268,"Honourable mention",1994
"5678","Iztok Kavkler",12,268,"Honourable mention",1994
"5679","Henrik Stewenius",12,268,NA,1994
"5680","Kitisak Srinarupat",12,268,"Honourable mention",1994
"5681","Brian Armour",12,268,NA,1994
"5682","Santiago Laplagne",11,284,NA,1994
"5683","Marcelo Mendes de Oliveira",11,284,"Honourable mention",1994
"5684","Milica Čudina",11,284,"Honourable mention",1994
"5685","Lasha Jikia",11,284,"Honourable mention",1994
"5686","Andreas Oikonomou",11,284,"Honourable mention",1994
"5687","Wijayanti Utari",11,284,"Honourable mention",1994
"5688","William Mark Dukes",11,284,NA,1994
"5689","Dalius Masalas",11,284,"Honourable mention",1994
"5690","Lai U Choi",11,284,"Honourable mention",1994
"5691","Shun Yin Chu",11,284,"Honourable mention",1994
"5692","Paul Manalastas",11,284,NA,1994
"5693","Ivan Cimrák",11,284,NA,1994
"5694","Jernej Barbič",11,284,"Honourable mention",1994
"5695","Kavita Baball",11,284,NA,1994
"5696","Natalia Kuljiš",10,298,"Honourable mention",1994
"5697","Ozren Perše",10,298,NA,1994
"5698","Theodoros Sangvinatsos",10,298,"Honourable mention",1994
"5699","Magnús Þór Torfason",10,298,"Honourable mention",1994
"5700","Mark Flanagan",10,298,"Honourable mention",1994
"5701","Tak Mao U",10,298,NA,1994
"5702","Sanduijav Enkhbayar",10,298,"Honourable mention",1994
"5703","Miguel Anxo Bermudez Carro",10,298,NA,1994
"5704","Mats-Petter Pettersson",10,298,"Honourable mention",1994
"5705","Ongart Supackchookul",10,298,NA,1994
"5706","Shiva Sandy",10,298,NA,1994
"5707","Adonis Antoniades",9,309,NA,1994
"5708","Toomas Paaver",9,309,"Honourable mention",1994
"5709","Uoti Urpala",9,309,NA,1994
"5710","Alfreð Hauksson",9,309,NA,1994
"5711","Effendi Ronny",9,309,"Honourable mention",1994
"5712","Marchelius Stefanus",9,309,"Honourable mention",1994
"5713","Gert Jan Smit",9,309,NA,1994
"5714","Nelson Sousa",9,309,NA,1994
"5715","Sumet Ketsri",9,309,NA,1994
"5716","Marcondes França Júnior",8,318,"Honourable mention",1994
"5717","Didier Auroux",8,318,NA,1994
"5718","Thomas Daniel",8,318,NA,1994
"5719","Gatis Graubiņš",8,318,NA,1994
"5720","Chi Hou Lao",8,318,"Honourable mention",1994
"5721","Benito Fabián Romero Jiménez",8,318,"Honourable mention",1994
"5722","Saizmaa Tsogzolmaa",8,318,"Honourable mention",1994
"5723","Johannes Kleppe",8,318,NA,1994
"5724","Bjarni Einarsson",7,326,NA,1994
"5725","Antono Dewanto",7,326,NA,1994
"5726","Nfn Sutriyati",7,326,NA,1994
"5727","Zane Jēkabsone",7,326,NA,1994
"5728","Daariimaa Amgalan",7,326,"Honourable mention",1994
"5729","Mongol Bayarpurev",7,326,NA,1994
"5730","Melvin T Marfega",7,326,NA,1994
"5731","Rui Duarte",7,326,NA,1994
"5732","João Silva",7,326,NA,1994
"5733","Dorin Grecu",7,326,NA,1994
"5734","Sergiu Rata",7,326,NA,1994
"5735","Irina Savcenco",7,326,"Honourable mention",1994
"5736","Natalie Nunes",7,326,NA,1994
"5737","Jacob Anderskov",6,339,NA,1994
"5738","Nerijus Kukuraitis",6,339,NA,1994
"5739","Sigitas Rupelkis",6,339,NA,1994
"5740","Helena Šmigoc",6,339,NA,1994
"5741","Gil Rochat",6,339,NA,1994
"5742","Christophe Weibel",6,339,NA,1994
"5743","Muharem Jakubovic",5,345,NA,1994
"5744","Rasmus Kousholt Sandberg",5,345,NA,1994
"5745","Khalifah Al Sabah",5,345,NA,1994
"5746","Outchkovnbek Tachbaev",5,345,NA,1994
"5747","Kuan Wa Choi",5,345,NA,1994
"5748","Andrés Bonilla Suárez",5,345,NA,1994
"5749","Iván Gallo González",5,345,NA,1994
"5750","Sigfrido Hernández Román",5,345,NA,1994
"5751","Rico T Draper",5,345,NA,1994
"5752","Cornelia Glavan",5,345,NA,1994
"5753","Peter Hosein",5,345,NA,1994
"5754","Midhat Mujkić",4,356,NA,1994
"5755","Stylianos Ioannides",4,356,NA,1994
"5756","Khalid Al Zanki",4,356,NA,1994
"5757","Assel Djoumagoulova",4,356,NA,1994
"5758","Lance Olav Eastgate",4,356,NA,1994
"5759","João Cerqueira",4,356,NA,1994
"5760","George Savides",3,362,NA,1994
"5761","Ingileif B. Hallgrímsdóttir",3,362,NA,1994
"5762","Mulyadi Lukito",3,362,NA,1994
"5763","José Antonio Ramírez Robledo",3,362,NA,1994
"5764","Didier Adán Solís Gamboa",3,362,NA,1994
"5765","Kerwin O Khu",3,362,NA,1994
"5766","Dumitru Ctretu",3,362,NA,1994
"5767","David Sevilla Gonzalez",3,362,NA,1994
"5768","Vladimir Gelashvili",2,370,NA,1994
"5769","Deirdre O'Brien",2,370,NA,1994
"5770","Håkon Hallingstad",2,370,NA,1994
"5771","Blaž Mavčič",2,370,NA,1994
"5772","Emica Dautbegović",1,374,NA,1994
"5773","Panayiotis Kyzas",1,374,NA,1994
"5774","Heikki Hyyrö",1,374,NA,1994
"5775","Fahad Al Ghimlas",1,374,NA,1994
"5776","Fajhan Al Mutairi",1,374,NA,1994
"5777","Abdullah Husein",1,374,NA,1994
"5778","Pavel Kaganski",1,374,NA,1994
"5779","Sovetbet Madichov",1,374,NA,1994
"5780","Viktor Pak",1,374,NA,1994
"5781","Balhuu Batbayasgalan",1,374,NA,1994
"5782","Tomas Baeza Oliva",1,374,NA,1994
"5783","Miguel Catalina Gallego",1,374,NA,1994
"5784","Nikolay Nikolov",42,1,"Gold, Special prize",1995
"5785","Mihály Bárász",42,1,"Gold",1995
"5786","Péter Burcsi",42,1,"Gold",1995
"5787","Egmont Koblinger",42,1,"Gold",1995
"5788","Maryam Mirzakhani",42,1,"Gold",1995
"5789","Cheng Chang",42,1,"Gold",1995
"5790","Song Liu",42,1,"Gold",1995
"5791","Chenchang Zhu",42,1,"Gold",1995
"5792","Sug Woo Shin",42,1,"Gold",1995
"5793","Ciprian Manolescu",42,1,"Gold",1995
"5794","Dragos-Nicola Oprea",42,1,"Gold",1995
"5795","Ovidiu Savin",42,1,"Gold",1995
"5796","Serguei Norine",42,1,"Gold",1995
"5797","Ngô Đắc Tuấn",42,1,"Gold",1995
"5798","Tetsuyuki Maruoka",41,15,"Gold",1995
"5799","Yuliy Sannikov",41,15,"Gold",1995
"5800","Lev Buhovsky",40,17,"Gold",1995
"5801","Hài Long Đào",40,17,"Gold",1995
"5802","Mikhail Ostrovski",39,19,"Gold",1995
"5803","Haidong Wang",38,20,"Gold",1995
"5804","Constantin Chiscanu",38,20,"Gold",1995
"5805","Dmitri Zaporojets",38,20,"Gold",1995
"5806","Artur Ávila Cordeiro de Melo",37,23,"Gold",1995
"5807","Emmanuel Breuillard",37,23,"Gold",1995
"5808","Gunther Vogel",37,23,"Gold",1995
"5809","Reza Sadeghi",37,23,"Gold",1995
"5810","Kyo Min Jeong",37,23,"Gold",1995
"5811","Dmitri Tchelkak",37,23,"Gold",1995
"5812","Edward Thomas Crane",37,23,"Gold",1995
"5813","Joseph Samuel Myers",37,23,"Gold",1995
"5814","Wing Yip Ho",36,31,"Silver",1995
"5815","Mohammad Javaheri",36,31,"Silver",1995
"5816","Yizhou Lin",36,31,"Silver",1995
"5817","Yijun Yao",36,31,"Silver",1995
"5818","Ilia Katsev",36,31,"Silver",1995
"5819","Detelin Dossev",35,36,"Silver",1995
"5820","Grigor Grigorov",35,36,"Silver",1995
"5821","Cyrus Hsia Chen",35,36,"Silver",1995
"5822","Bertram Felgenhauer",35,36,"Silver",1995
"5823","Hossein Zivari Piran",35,36,"Silver",1995
"5824","Lev Radzivilovsky",35,36,"Silver",1995
"5825","Satoru Takahashi",35,36,"Silver",1995
"5826","Rafał Łochowski",35,36,"Silver",1995
"5827","Adrian Corduneanu",35,36,"Silver",1995
"5828","Veronika Essaoulova",35,36,"Silver",1995
"5829","Martin Pál",35,36,"Silver",1995
"5830","Markus Muller",35,36,"Silver",1995
"5831","Ho-Lin Chen",35,36,"Silver",1995
"5832","Ben Joseph Green",35,36,"Silver",1995
"5833","Joshua Nichols-Barrer",35,36,"Silver",1995
"5834","Phạm Quang Tuấn",35,36,"Silver",1995
"5835","Nguyễn Thế Phương",35,36,"Silver",1995
"5836","Nguyễn Thế Trung",35,36,"Silver",1995
"5837","Vahe Poladian",34,54,"Silver",1995
"5838","Vladimir Tchalkov",34,54,"Silver",1995
"5839","Kyungyong Lee",34,54,"Silver",1995
"5840","Yi-Chih Chiu",34,54,"Silver",1995
"5841","Bayram Yenikaya",34,54,"Silver",1995
"5842","Aleksandr Khazanov",34,54,"Silver",1995
