"","Name","Total","Rank","Award","Year"
"3287","László Lipták",30,69,"Bronze",1987
"3288","Matthew Cook",30,69,"Bronze",1987
"3289","Nguyễn Văn Guang",30,69,"Bronze",1987
"3290","Roman Soták",29,72,"Bronze",1987
"3291","Ioannis Ivrissimtzis",29,72,"Bronze",1987
"3292","Xia Gao",29,72,"Bronze",1987
"3293","R. Hüsnü Tutuncu",29,72,"Bronze",1987
"3294","Phan Phương Đạt",29,72,"Bronze",1987
"3295","Vlado Kešelj",29,72,"Bronze",1987
"3296","Reyer Gerlagh",28,78,"Bronze",1987
"3297","Joris van der Hoeven",28,78,"Bronze",1987
"3298","Fernando Galve Mauricio",28,78,"Bronze",1987
"3299","Daniel Bertilsson",28,78,"Bronze",1987
"3300","Phan Trien Duong",28,78,"Bronze",1987
"3301","Haralambos Tamvakis",27,83,"Bronze",1987
"3302","Christian Pauly",27,83,"Bronze",1987
"3303","Grzegorz Łabędzki",26,85,"Bronze",1987
"3304","Marcelo Ricardo Xavier de Mendonça",25,86,"Bronze",1987
"3305","Alex Gay Cabera",25,86,"Bronze",1987
"3306","Richard Ehrenborg",25,86,"Bronze",1987
"3307","Đoàn Quoc Chien",25,86,"Bronze",1987
"3308","Jorge Luis de Armas Garcia",23,91,"Bronze",1987
"3309","Dimitrios Kodokostas",23,91,"Bronze",1987
"3310","Marc de Jong",23,91,"Bronze",1987
"3311","Herwig Egghart",22,95,"Bronze",1987
"3312","Felipe Fritz Braga",22,95,"Bronze",1987
"3313","Dessislava Bakardzieva",22,95,"Bronze",1987
"3314","Matti Juhani Lassas",22,91,"Bronze",1987
"3315","Tommi V. Timonen",22,86,"Bronze",1987
"3316","Ali Asghar Khanban",22,95,"Bronze",1987
"3317","Santiago Vila Doncel",22,95,"Bronze",1987
"3318","Nguyễn Hữu Tuấn",22,95,"Bronze",1987
"3319","Wilhelm Schlag",21,101,"Bronze",1987
"3320","Juan Carlos Martinez Nieto",21,101,"Bronze",1987
"3321","Marcel Polakovič",21,101,"Bronze",1987
"3322","Evangelos Kobotis",21,101,"Bronze",1987
"3323","Massimo Gobbino",21,101,"Bronze",1987
"3324","Abdellatif Fazouane",21,101,"Bronze",1987
"3325","Krzysztof Hryniewiecki",21,101,"Bronze",1987
"3326","Nebojša Vasiljević",21,101,"Bronze",1987
"3327","Mark van Hoeij",20,109,"Bronze",1987
"3328","M. Kemal Gülal",20,109,"Bronze",1987
"3329","Gerard Francis Thompson",20,109,"Bronze",1987
"3330","Aleksandra Smiljanić",20,109,"Bronze",1987
"3331","Walter Peinhopf",19,113,"Bronze",1987
"3332","Rocky Lee",19,113,"Bronze",1987
"3333","Jianxun He",19,113,"Bronze",1987
"3334","Fabrice Charretour",18,116,"Bronze",1987
"3335","Bertrand Eynrad",18,116,"Bronze",1987
"3336","Mouaniss Belrhiti Alaoui",18,116,"Bronze",1987
"3337","Hassane Hindi El Idrissi",18,116,"Bronze",1987
"3338","Salvador Villegas Barranco",18,116,"Bronze",1987
"3339","Stephen Fry",17,121,NA,1987
"3340","Gavin MacBeath",17,121,NA,1987
"3341","Elina Sihvola",17,146,NA,1987
"3342","Sverrir Örn Þorvaldsson",17,121,NA,1987
"3343","Farzan Fallah",17,121,NA,1987
"3344","? Batbold",17,121,NA,1987
"3345","? Dolgor",17,121,NA,1987
"3346","Koray Karahan",17,121,NA,1987
"3347","Serdar Taşıran",16,128,NA,1987
"3348","James Norman Benedict Angus",16,128,NA,1987
"3349","Predrag Janičić",16,128,NA,1987
"3350","Ian Wanless",15,131,NA,1987
"3351","Luis Cruz Romo",15,131,NA,1987
"3352","Bas van den Heuvel",15,131,NA,1987
"3353","Einar Andreas Rødland",15,131,NA,1987
"3354","Jonathan Potts",14,135,NA,1987
"3355","Markus Greiter",14,135,NA,1987
"3356","O. Ducarme",14,135,NA,1987
"3357","Andres Diaz Gonzales",14,135,NA,1987
"3358","Rene Guerra Millet",14,135,NA,1987
"3359","Chistofors Hadjicostis",14,135,NA,1987
"3360","Lamya Al Rubaiah",13,141,NA,1987
"3361","? Dabasteren",13,141,NA,1987
"3362","Houssine Hindi El Idrissi",13,141,NA,1987
"3363","Anders Høyer Berg",13,141,NA,1987
"3364","Arne H. Juul",13,141,NA,1987
"3365","Abdelmalek Abdesselam",12,146,NA,1987
"3366","B. Vinck",12,146,NA,1987
"3367","Nelson Navarro Navarro",12,146,NA,1987
"3368","Carlos José Pérez Jiménez",12,146,NA,1987
"3369","David Lee",11,151,NA,1987
"3370","Neiyer Correal Mendoza",11,151,NA,1987
"3371","Erienne Blanchard",11,151,NA,1987
"3372","Vlamos Panagiotos",11,151,NA,1987
"3373","Davíð Aðalsteinsson",11,151,NA,1987
"3374","Y. Alami Drideb",11,151,NA,1987
"3375","Sigmund Berntsen",11,151,NA,1987
"3376","Olivera Milenković",11,151,NA,1987
"3377","Alberto Adami",10,159,NA,1987
"3378","Marcelo Coelho Ferraz",10,159,NA,1987
"3379","Jaime Alberto Londono Londono",10,159,NA,1987
"3380","Antonis Eleftherion",10,159,NA,1987
"3381","Geir Agnarsson",10,159,NA,1987
"3382","Nader Ali Akbarian",10,159,NA,1987
"3383","Pejman Pourshirazi",10,159,NA,1987
"3384","Ali Sabetian",10,159,NA,1987
"3385","Kjell Fredrik Petersen",10,159,NA,1987
"3386","G. Abarca Torres",10,159,NA,1987
"3387","Harry Dankowicz",10,159,NA,1987
"3388","Luke Seberry",9,170,NA,1987
"3389","Alejandro Ramirez Saldarriga",9,170,NA,1987
"3390","Gahar Al Tailji",9,170,NA,1987
"3391","? Erhemvajr",9,170,NA,1987
"3392","? Aguiar Solari",9,170,NA,1987
"3393","? Tsebenrabdan",8,175,NA,1987
"3394","Edgar Huarcaya Segovia",8,175,NA,1987
"3395","Marcin Benke Jaroslav",8,175,NA,1987
"3396","Haluk Yılmaz",8,175,NA,1987
"3397","?",8,175,NA,1987
"3398","T. de Rooy",7,180,NA,1987
"3399","Herbert Cesar Gonçalves",7,180,NA,1987
"3400","Georgios Papageorgian",7,180,NA,1987
"3401","Guðbjörn Freyr Jónsson",7,180,NA,1987
"3402","Mauro Brunato",7,180,NA,1987
"3403","Mohamed Alaoui Soulimani",7,180,NA,1987
"3404","Kåre Osnes",7,180,NA,1987
"3405","Manuel Cáceres Polo",7,180,NA,1987
"3406","J. Rezza Sulca",7,180,NA,1987
"3407","Juan R Valderrama Alcalde",7,180,NA,1987
"3408","? Denicolay Pacheco",7,180,NA,1987
"3409","Toufik Abdelmouene",6,191,NA,1987
"3410","Mina Abdiche",6,191,NA,1987
"3411","Zenios Stefanos",6,191,NA,1987
"3412","Marco Basetto",6,191,NA,1987
"3413","A. Ellis Saldana",6,191,NA,1987
"3414","Najy Benhassine",5,196,NA,1987
"3415","B. Lemmens",5,196,NA,1987
"3416","N. Nasdrovisky",5,196,NA,1987
"3417","Aldo Rodriguez Gonzales",5,196,NA,1987
"3418","M. González Calderón",5,196,NA,1987
"3419","W. Cruz Rojas",5,196,NA,1987
"3420","Luis Artiles Martinez",4,203,NA,1987
"3421","Andreas Sentonaris",4,203,NA,1987
"3422","Petteri Pajunen",4,196,NA,1987
"3423","Fawzi Mohamme Ahdulla",4,203,NA,1987
"3424","L. Chamorro Baltedono",4,203,NA,1987
"3425","D. Agurre Chaman",4,203,NA,1987
"3426","Pablo Benitez Gimenez",4,203,NA,1987
"3427","Gustav Ryd",4,203,NA,1987
"3428","Ozan Hafızoğulları",4,203,NA,1987
"3429","Germán Rincón",3,212,NA,1987
"3430","Aki Tapani Taskinen",3,203,NA,1987
"3431","? Sainbajr",3,212,NA,1987
"3432","? Sotelo Bovino",3,212,NA,1987
"3433","Ernesto Lupercio Lara",2,215,NA,1987
"3434","R. Valdivia Lorente",2,215,NA,1987
"3435","Kyros Hadjikyrou",1,217,NA,1987
"3436","Timo Korvola",1,217,NA,1987
"3437","Ali Reza Hashemi Attar",1,217,NA,1987
"3438","Achille Astolfi",1,217,NA,1987
"3439","Chazi Al Harabi",1,217,NA,1987
"3440","Asad Al Ibrahim",1,217,NA,1987
"3441","R. Blandón Donayres",1,217,NA,1987
"3442","J. Ruiz Chaurria",1,217,NA,1987
"3443","J. Solis Bermúdez",1,217,NA,1987
"3444","Ali Harkati",0,226,NA,1987
"3445","Dida Mohamed Reda",0,226,NA,1987
"3446","Constantinos Ziamas",0,226,NA,1987
"3447","Yousef Al Mutairi",0,226,NA,1987
"3448","Héctor Francisco Bautista González",0,226,NA,1987
"3449","Sergio Robles Ulloa",0,226,NA,1987
"3450","Raúl Zepeda Cruz",0,226,NA,1987
"3451","F. Gutiérrez Zabala",0,226,NA,1987
"3452","R. Guerra Aguirre",0,226,NA,1987
"3453","E. Hernández Bethancourt",0,226,NA,1987
"3454","T. Pinzon Morales",0,226,NA,1987
"3455","E. Rodríguez",0,226,NA,1987
"3456","Hongyu He",42,1,"Gold",1988
"3457","Nicu_or Dan",42,1,"Gold",1988
"3458","Adrian Vasiu",42,1,"Gold",1988
"3459","Nicolai Filonov",42,1,"Gold",1988
"3460","Ng™ Bˆo Ch‰u",42,1,"Gold",1988
"3461","Xi Chen",41,6,"Gold",1988
"3462","Sergei Ivanov",41,6,"Gold",1988
"3463","Ravi Vakil",40,8,"Gold",1988
"3464","Julien Cassaigne",40,8,"Gold",1988
"3465","Dimitri Tuliakov",37,10,"Gold",1988
"3466","Dimitri Ivanov",36,11,"Gold",1988
"3467","Thorsten Kleinjung",35,12,"Gold",1988
"3468","Terence Tao",34,13,"Gold",1988
"3469","Wolfgang Stšcher",33,14,"Gold",1988
"3470","Andreas Siebert",33,14,"Gold",1988
"3471","Shoni Dar",32,16,"Gold",1988
"3472","Mats Persson",32,16,"Gold",1988
"3473","Emanouil Atanassov",31,18,"Silver, Special prize",1988
"3474","Martin Welk",31,18,"Silver",1988
"3475","Martin HŠrterich",31,18,"Silver",1988
"3476","Grzegorz Zwara",31,18,"Silver",1988
"3477","Yuri Hohlov",31,18,"Silver",1988
"3478","Jordan S. Ellenberg",31,18,"Silver",1988
"3479","John Woo",31,18,"Silver",1988
"3480","Eric MŸller",30,25,"Silver",1988
"3481","Guoheng Wei",30,25,"Silver",1988
"3482","Gang Zou",30,25,"Silver",1988
"3483","Octavian F_rc__anu",30,25,"Silver",1988
"3484","Andrei R_dulescu-Banu",30,25,"Silver",1988
"3485","Sergei Berlov",30,25,"Silver",1988
"3486","Zvezdelina Stankova",29,31,"Silver",1988
"3487","Jšrg Eisfeld",29,31,"Silver",1988
"3488","Jianmei Wang",29,31,"Silver",1988
"3489","Yuhan Zha",29,31,"Silver",1988
"3490","Andrei Moroianu",29,31,"Silver",1988
"3491","Phan Ph__ng __t",29,31,"Silver",1988
"3492","Tr_n Thanh Hai",29,31,"Silver",1988
"3493","Dobromir Dimitrov",28,38,"Silver",1988
"3494","Petr _’_ek",28,38,"Silver",1988
"3495","Ilja Marti_ovit_",28,38,"Silver",1988
"3496","Dirk Liebscher",28,38,"Silver",1988
"3497","Florin Belgun",28,38,"Silver",1988
"3498","H_ Thanh Tung",28,38,"Silver",1988
"3499","Gerard Zenker",27,44,"Silver",1988
"3500","Jens Petersen",27,44,"Silver",1988
"3501","Oliver Maxim Riordan",27,44,"Silver",1988
"3502","Frank Gšring",26,47,"Silver",1988
"3503","Tam‡s Keleti",26,47,"Silver",1988
"3504","Christian Pauly",26,47,"Silver",1988
"3505","Samuel A. Kutin",26,47,"Silver",1988
"3506","Tr_n Trong Hng",26,47,"Silver",1988
"3507","Patrick Surry",25,52,"Silver",1988
"3508","Pierre Baumann",25,52,"Silver",1988
"3509","Yong Yeow Yeoh",25,52,"Silver",1988
"3510","Gareth John McCaughan",25,52,"Silver",1988
"3511","Guenter Schwarzbauer",24,56,"Silver",1988
"3512","David Wallace",24,56,"Silver",1988
"3513","Ngiap-Teng Ngan",24,56,"Silver",1988
"3514","Tal Kubo",24,56,"Silver",1988
"3515","Abdelmalek Abdesselam",23,60,"Silver",1988
"3516","Dessislava Bakardzieva",23,60,"Silver",1988
"3517","G‡bor Drasny",23,60,"Silver",1988
"3518","Amir Aalam Ghazanfarian",23,60,"Silver",1988
"3519","Malcolm J. Law",23,60,"Silver",1988
"3520","Eric K. Wepsic",23,60,"Silver",1988
"3521","Gudrun Hametner",22,66,"Bronze",1988
"3522","Colin Springer",22,66,"Bronze",1988
"3523","Bertrand Eynard",22,66,"Bronze",1988
"3524","Markus Lauer",22,66,"Bronze",1988
"3525","Nung-Kwan Yip",22,66,"Bronze",1988
"3526","Young-Hoon Kiem",22,66,"Bronze",1988
"3527","Mattias Jonsson",22,66,"Bronze",1988
"3528","Marc-Oliver Coppens",21,73,"Bronze",1988
"3529","Pavol Gvozdjak",21,73,"Bronze",1988
"3530","Stanislav Kraj_i",21,73,"Bronze",1988
"3531","M‡ty‡s Sustik",21,73,"Bronze",1988
"3532","Mouaniss Belrhiti Alaoui",21,73,"Bronze",1988
"3533","Harm Derksen",21,73,"Bronze",1988
"3534","Ahmed Abbes",21,73,"Bronze",1988
"3535","Toma_ Slivnik",21,73,"Bronze",1988
"3536","Rade Todorovi_",21,73,"Bronze",1988
"3537","Geoffrey Bailey",20,82,"Bronze",1988
"3538","Tibor Beke",20,82,"Bronze",1988
"3539","Marc Pauly",20,82,"Bronze",1988
"3540","Hamou H. Tarik",20,82,"Bronze",1988
"3541","Colin Bell",20,82,"Bronze",1988
"3542","F‡bio Enrique Brochero Mart’nez",19,87,"Bronze",1988
"3543","Christos Athanasiadis",19,87,"Bronze",1988
"3544","Arash Hassibi",19,87,"Bronze",1988
"3545","Yoav Yaffe",19,87,"Bronze",1988
"3546","Jeroen Paasschens",19,87,"Bronze",1988
"3547","Christopher Ray Nash",19,87,"Bronze",1988
"3548","Rastko Marinkovi_",19,87,"Bronze",1988
"3549","Kamen Alexiev",18,94,"Bronze",1988
"3550","Carlos Thompson",18,94,"Bronze",1988
"3551","Erez Lapid",18,94,"Bronze",1988
"3552","Alain Knaff",18,94,"Bronze",1988
"3553","Hock-Peng Chan",18,94,"Bronze",1988
"3554","Ozan Hafõzo_ullarõ",18,94,"Bronze",1988
"3555","Deniz Yuret",18,94,"Bronze",1988
"3556","Hubert L. Bray",18,94,"Bronze",1988
"3557","Shu Hung Choy",17,102,"Bronze",1988
"3558","Gadi Kozma",17,102,"Bronze",1988
"3559","Elon Lindenstrauss",17,102,"Bronze",1988
"3560","Andrea Maffei",17,102,"Bronze",1988
"3561","Francis M. Valeriano C.",17,102,"Bronze",1988
"3562","Patrik Andersson",17,102,"Bronze",1988
"3563","Daniel Bertilsson",17,102,"Bronze",1988
"3564","Imed Gharbi",17,102,"Bronze",1988
"3565","Khadheur Karray",17,102,"Bronze",1988
"3566","StŽphane Guillermou",16,111,"Bronze",1988
"3567","Ali Reza Bigdeli",16,111,"Bronze",1988
"3568","Miek Dekeyser",15,113,"Bronze",1988
"3569","Nicolas Maskens",15,113,"Bronze",1988
"3570","Plamen Iliev",15,113,"Bronze",1988
"3571","David McKinnon",15,113,"Bronze",1988
"3572","Matti Juhani Lassas",15,113,"Bronze",1988
"3573","Tommi V. Timonen",15,113,"Bronze",1988
"3574","Gu_bjšrn Freyr J—nsson",15,113,"Bronze",1988
"3575","Antonio Peimbert Torres",15,113,"Bronze",1988
"3576","Ki Hong Kim",15,113,"Bronze",1988
"3577","Bok Gi Kim",15,113,"Bronze",1988
"3578","Kok-Wui Cheong",15,113,"Bronze",1988
"3579","Germ‡n Rinc—n",14,124,"Bronze",1988
"3580","Denis Lallemand",14,124,"Bronze",1988
"3581","Mohammad Ali Khojastepur",14,124,"Bronze",1988
"3582","Richard Huveneers",14,124,"Bronze",1988
"3583","Lars Willfšr",14,124,"Bronze",1988
"3584","Alper Halbuto_ullarõ",14,124,"Bronze",1988
"3585","Riste _krekovski",14,124,"Bronze",1988
"3586","David Jackson",13,131,NA,1988
"3587","Martin O'Hely",13,131,NA,1988
"3588","Lenilson Barreira de Morais",13,131,"Honourable mention",1988
"3589","Romano Lonardoni",13,131,"Honourable mention",1988
"3590","Beljadid Lahcen",13,131,"Honourable mention",1988
"3591","Joris van der Hoeven",13,131,NA,1988
"3592","Victor Luchangco",13,131,"Honourable mention",1988
"3593","Fernando Martinez Puente",13,131,"Honourable mention",1988
"3594","Daniel Lindhardt",13,131,"Honourable mention",1988
"3595","Markus Greiter",12,140,"Honourable mention",1988
"3596","Markus Haiml",12,140,NA,1988
"3597","Ondrej _uch",12,140,"Honourable mention",1988
"3598","Luis O'Shea",12,140,NA,1988
"3599","Ariel Shkolnikov",12,140,"Honourable mention",1988
"3600","Edvard Del Carpio Talaverano",12,140,"Honourable mention",1988
"3601","Grzegorz _ab_dzki",12,140,"Honourable mention",1988
"3602","Ramon Esteban Romero",12,140,NA,1988
"3603","Imed Hkima",12,140,NA,1988
"3604","_oˆn H_ng Nghi‹",12,140,NA,1988
"3605","Horacio Casini",11,150,"Honourable mention",1988
"3606","Martin Bush",11,150,"Honourable mention",1988
"3607","Jun Takakura",11,150,"Honourable mention",1988
"3608","Philip Jong",11,150,NA,1988
"3609","Gurraj Sangha",11,150,"Honourable mention",1988
"3610","Andreas Achilleos",11,150,"Honourable mention",1988
"3611","Kim K. Simelius",11,150,NA,1988
"3612","David Hermann",11,150,"Honourable mention",1988
"3613","Evangelos Mouroukos",11,150,"Honourable mention",1988
"3614","Andr‡s B’r—",11,150,"Honourable mention",1988
"3615","Marco Oman",11,150,NA,1988
"3616","Hugo R. Nopo Aguilar",11,150,"Honourable mention",1988
"3617","Jerome Suntay Khohayting",11,150,NA,1988
"3618","Rafa_ Lata_a",11,150,"Honourable mention",1988
"3619","Jo Han Chu",11,150,NA,1988
"3620","Su Bin Song",11,150,NA,1988
"3621","Jeffrey Sax",10,166,"Honourable mention",1988
"3622","Petr Hlin_n_",10,166,NA,1988
"3623","Petteri Pajunen",10,166,"Honourable mention",1988
"3624","Georgios Mihai",10,166,NA,1988
"3625","Sverrir …rn _orvaldsson",10,166,NA,1988
"3626","Behzad Nazari",10,166,NA,1988
"3627","Orjan Johansen",10,166,NA,1988
"3628","Jing-Yee Lim",10,166,NA,1988
"3629","Talbi Malik",9,174,"Honourable mention",1988
"3630","Jeremy Liew",9,174,NA,1988
"3631","Bernard Boigelot",9,174,NA,1988
"3632","Antonios Ikonomou",9,174,"Honourable mention",1988
"3633","Shun Chan",9,174,NA,1988
"3634","Wai-Ling Tai",9,174,"Honourable mention",1988
"3635","Francisco Javier Zaragoza Mart’nez",9,174,"Honourable mention",1988
"3636","Ronald Blaak",9,174,"Honourable mention",1988
"3637","Maarten Hilferink",9,174,NA,1988
"3638","Roger Beggs",9,174,NA,1988
"3639","Miran Bo_i_evi_",9,174,"Honourable mention",1988
"3640","Sergio Torres",8,185,NA,1988
"3641","Jaakko J. Jokelainen",8,185,NA,1988
"3642","Dimitrios Statopoulos",8,185,"Honourable mention",1988
"3643","Prodromos Symeonidis",8,185,NA,1988
"3644","J‡nos Csirik",8,185,NA,1988
"3645","Jorge PŽrez Hern‡ndez",8,185,"Honourable mention",1988
"3646","Arne H. Juul",8,185,NA,1988
"3647","Jan Olav Robole",8,185,NA,1988
"3648","Joseph C. Caceres",8,185,"Honourable mention",1988
"3649","Aleksandra Smiljani_",8,185,NA,1988
"3650","Markus Schorn",7,195,NA,1988
"3651","Alberto Adami",7,195,NA,1988
"3652","Rene Guerra Millet",7,195,"Honourable mention",1988
"3653","Halld—r çrnason",7,195,NA,1988
"3654","Emine Baran",7,195,NA,1988
"3655","Joshua R. X. Ross",7,195,NA,1988
"3656","Pablo Lotito",6,201,NA,1988
"3657","Leonardo Ornella",6,201,NA,1988
"3658","Marc Lardinois",6,201,NA,1988
"3659","Luis Giraldo",6,201,NA,1988
"3660","Daniel Lodos",6,201,NA,1988
"3661","Carlos Mora",6,201,NA,1988
"3662","Aldo Rodriguez",6,201,NA,1988
"3663","Hanna Saukkonen",6,201,NA,1988
"3664","Wing-Hong Leung",6,201,NA,1988
"3665","Simon Murphy",6,201,NA,1988
"3666","Maisoun Al-Mosallam",6,201,NA,1988
"3667","Abdel Ilah Ecchilali",6,201,NA,1988
"3668","Karl Antony Tomlinson",6,201,NA,1988
"3669","Taslent Mustapha",5,214,NA,1988
"3670","Song San Woei",5,214,NA,1988
"3671","Jaime Aragon",5,214,NA,1988
"3672","Shuk-Han Yau",5,214,NA,1988
"3673","çsta Kristjana Sveinsd—ttir",5,214,NA,1988
"3674","Ali Al-Mutairi",5,214,NA,1988
"3675","Rodger Tiedemann",5,214,NA,1988
"3676","Ho Jin Ryu",5,214,NA,1988
"3677","Tolga Bozkaya",5,214,NA,1988
"3678","Rafael Ortiz",4,223,NA,1988
"3679","Maeve Flynn",4,223,NA,1988
"3680","Cormac O'Sullivan",4,223,NA,1988
"3681","Hessam Hammidi",4,223,NA,1988
"3682","Fouzi Al-Essa",4,223,NA,1988
"3683","Haitham Al-Haji",4,223,NA,1988
"3684","JosŽ Luis Flores Silva",4,223,NA,1988
"3685","Edgar Huarcaya Segovia",4,223,NA,1988
"3686","Hsiu Khuern Tang",4,223,NA,1988
"3687","Boris Bartolome Mana",4,223,NA,1988
"3688","Chouik Ahmed",3,233,NA,1988
"3689","Georgios Hadjispyrides",3,233,NA,1988
"3690","Regas Neophyton",3,233,NA,1988
"3691","Roes Arief Budiman",3,233,NA,1988
"3692","Fulvio Piccinonno",3,233,NA,1988
"3693","Safa Abdil Salam",3,233,NA,1988
"3694","Ricardo Torres Rodr’guez",3,233,NA,1988
"3695","Biorn-Helge Mevik",3,233,NA,1988
"3696","Manuel C‡ceres Polo",3,233,NA,1988
"3697","Yavuz Karapinar",3,233,NA,1988
"3698","Bourada Narimane",2,243,NA,1988
"3699","Maria CŽlia Paiva de Freitas",2,243,NA,1988
"3700","Rolando Uranga Pi–a",2,243,NA,1988
"3701","Constantinos Phanouriou",2,243,NA,1988
"3702","Moh. Nanda Kamanaya",2,243,NA,1988
"3703","Jillian Delaney",2,243,NA,1988
"3704","Eamonn Maher",2,243,NA,1988
"3705","Karim Abdelkerim",2,243,NA,1988
"3706","William Jones",2,243,NA,1988
"3707","Arne Aas",2,243,NA,1988
"3708","Dan Olsen",2,243,NA,1988
"3709","Joseph Del Callar",2,243,NA,1988
"3710","Dennis Lee",2,243,NA,1988
"3711","Javier Campins Pascual",2,243,NA,1988
"3712","Jose I. Nogueira Goriba",2,243,NA,1988
"3713","Walfredo da Costa Cirne Filho",1,258,NA,1988
"3714","Charalambos Charalambous",1,258,NA,1988
"3715","Irene Savoulli",1,258,NA,1988
"3716","Christian Avendano",1,258,NA,1988
"3717","? Sariniatun",1,258,NA,1988
"3718","Waleed Al-Azmi",1,258,NA,1988
"3719","Carlos Enrique Le–ero Leal",1,258,NA,1988
"3720","John Marshall",1,258,NA,1988
"3721","Guido David",1,258,NA,1988
"3722","Santiago Perez-Cacho",1,258,NA,1988
"3723","Abdella Ziz Sadoqi",0,268,NA,1988
"3724","Petr Čížek",42,1,"Gold",1989
"3725","Frank Göring",42,1,"Gold",1989
"3726","Andreas Siebert",42,1,"Gold",1989
"3727","Gerard Zenker",42,1,"Gold",1989
"3728","Huazhang Luo",42,1,"Gold",1989
"3729","Andrei Moroianu",42,1,"Gold",1989
"3730","Sergei Ivanov",42,1,"Gold",1989
"3731","Jordan S. Ellenberg",42,1,"Gold",1989
"3732","Đinh Tien Cuong",42,1,"Gold",1989
"3733","Rade Todorović",42,1,"Gold",1989
"3734","Ondrej Šuch",41,11,"Gold",1989
"3735","Martin Härterich",41,11,"Gold",1989
"3736","Xiaoming Huo",41,11,"Gold",1989
"3737","Buxing Jiang",41,11,"Gold",1989
"3738","Yang Yu",41,11,"Gold",1989
"3739","Evgenia Malinnikova",41,11,"Gold",1989
"3740","Ngô Bào Châu",40,17,"Gold",1989
"3741","Emanuil Todorov",39,18,"Gold",1989
"3742","Dimitri Ivanov",39,18,"Gold",1989
"3743","Teodor Bănică",38,20,"Gold",1989
"3744","Shu Hung Choy",37,21,"Silver",1989
"3745","Péter Benczúr",37,21,"Silver",1989
"3746","Ruoxi Tang",37,21,"Silver",1989
"3747","Alexandru Dan Ionescu",37,21,"Silver",1989
"3748","Andrei Rădulescu-Banu",37,21,"Silver",1989
"3749","Andrew H. Kresch",37,21,"Silver",1989
"3750","Samuel A. Kutin",37,21,"Silver",1989
"3751","Kamen Alexiev",36,28,"Silver",1989
"3752","Petr Hliněný",36,28,"Silver",1989
"3753","Jürgen Wolff",36,28,"Silver",1989
"3754","Adrian George Barbu",36,28,"Silver",1989
"3755","Alan Offer",35,32,"Silver",1989
"3756","Gudrun Hametner",35,32,"Silver",1989
"3757","Nikolai Stoev",35,32,"Silver",1989
"3758","Philip Jong",35,32,"Silver",1989
"3759","Xavier Leleu",35,32,"Silver",1989
"3760","Christos Athanasiadis",35,32,"Silver",1989
"3761","Huafei Yan",35,32,"Silver",1989
"3762","Krzysztof Oleszkiewicz",35,32,"Silver",1989
"3763","Jeffrey M. Vanderkam",35,32,"Silver",1989
"3764","Andreas Gathmann",34,41,"Silver",1989
"3765","József Balogh",34,41,"Silver",1989
"3766","Tamás Fleiner",34,41,"Silver",1989
"3767","Ahmed Abbes",34,41,"Silver",1989
"3768","Arkady Skopenkov",34,41,"Silver",1989
"3769","Bùi Hai Hung",34,41,"Silver",1989
"3770","Rastko Marinković",34,41,"Silver",1989
"3771","Christoph Zechner",33,48,"Silver",1989
"3772","Dobromir Dimitrov",33,48,"Silver",1989
"3773","Jan Fricke",33,48,"Silver",1989
"3774","Erez Lapid",33,48,"Silver",1989
"3775","Christian Pauly",33,48,"Silver",1989
"3776","Marco Vervoort",33,48,"Silver",1989
"3777","Jerome Suntay Khohayting",33,48,"Silver",1989
"3778","Gyu-Wan Hwang",33,48,"Silver",1989
"3779","Florin Belgun",33,48,"Silver",1989
"3780","Ümit Kumcuoğlu",33,48,"Silver",1989
"3781","Nebojša Nikolić",33,48,"Silver",1989
"3782","Mark Kisin",32,59,"Silver",1989
"3783","Mohammad Jaber Borran",32,59,"Silver",1989
"3784","Shoni Dar",32,59,"Silver",1989
"3785","Rafał Latała",32,59,"Silver",1989
"3786","Maria Roginskaya",32,59,"Silver",1989
"3787","Samuel K. Vandervelde",32,59,"Silver",1989
"3788","Jan Hendrik Schmidt",31,65,"Silver",1989
"3789","Ting Kin Tam",31,65,"Silver",1989
"3790","Mehdi Rezaiy",31,65,"Silver",1989
"3791","Sergio Conti",31,65,"Silver",1989
"3792","Oliver Maxim Riordan",31,65,"Silver",1989
"3793","Predrag Grković",31,65,"Silver",1989
"3794","Fábio Enrique Brochero Martínez",30,71,"Silver",1989
"3795","Andre Pönitz",30,71,"Silver",1989
"3796","Gábor Pásztor",30,71,"Silver",1989
"3797","Grzegorz Zwara",30,71,"Silver",1989
"3798","Christopher Ray Nash",30,71,"Silver",1989
"3799","Tomáš Brodský",29,76,"Bronze",1989
"3800","Ajay Subramanian",29,76,"Bronze",1989
"3801","Mohammad Ali Khojastepur",29,76,"Bronze",1989
"3802","Hsiu Khuern Tang",29,76,"Bronze",1989
"3803","Yong Yeow Yeoh",29,76,"Bronze",1989
"3804","Vladimir Ragulin",29,76,"Bronze",1989
"3805","Carlos Thompson",28,82,"Bronze",1989
"3806","Antoine Chambert Loir",28,82,"Bronze",1989
"3807","Gadi Kozma",28,82,"Bronze",1989
"3808","Marc Pauly",28,82,"Bronze",1989
"3809","Antonio Peimbert Torres",28,82,"Bronze",1989
"3810","Oddvar Kloster",28,82,"Bronze",1989
"3811","Vladimír Komár",27,88,"Bronze",1989
"3812","Marek Velešík",27,88,"Bronze",1989
"3813","Stéphane Guillermou",27,88,"Bronze",1989
"3814","Rüdiger Belch",27,88,"Bronze",1989
